City,Latitude,Longitude
Hornell,42.3278477,-77.6611025
West Covina,34.0471735,-117.8963242650494
Galena,42.4157304,-90.4294726
Tucumcari,35.1719425,-103.72504
Grants Pass,42.4393707,-123.3272489
Chesterton,52.2222881,0.1445917
Gulf Shores,30.2711224,-87.6893826
Marshfield,44.6688524,-90.1717987
Lincoln,40.8088861,-96.7077751
Fort Myers,26.640628,-81.8723084
Honolulu,21.2890997,-157.717299
North Reading,42.5750939,-71.0786653
California City,35.125801,-117.9859038
Kenner,29.9942265,-90.2417806
Acapulco,16.8680495,-99.8940182
Welches,45.3384997,-121.9634026
Olympic Valley,39.1984156,-120.2298597
Gloucester,51.8653705,-2.2458192
The Colony,33.0890094,-96.8863922
Southfield,42.4733689,-83.2218731
North Bay Village,25.8462075,-80.1539351
Gulfport,30.3674198,-89.0928155
Lake Mary,28.756618000000003,-81.33888382214167
Rosemont,41.9941334,-87.8756737
Zapata,26.9879626,-99.1673556
Nuevo Laredo,27.4761506,-99.5185992
Jersey City,40.7215682,-74.047455
Ocho Rios,18.3792074,-77.1174197681076
Manhattan Beach,33.8915985,-118.3951241
Rockford,42.2713945,-89.093966
Sanford,35.4798757,-79.1802994
Alkmaar,52.600853799999996,4.817099446443963
Amarillo,35.2072185,-101.8338246
East Point,33.6795531,-84.4393724
Langhorne,40.1745538,-74.9226665
Pooler,32.1158983,-81.2495131
Crescent City,41.755948,-124.201747
St. Paul,44.9497487,-93.0931028
Brunswick,52.2646577,10.5236066
Deerfield Beach,26.318342,-80.0996306
Chicago,41.8755616,-87.6244212
Estero,26.4381474,-81.8067537
Naples,40.8358846,14.2487679
Hermosillo,29.0948207,-110.9692202
Coronado,32.6915199,-117.1766947
Lisle,45.2787444,0.5481384
Hulett,44.68276,-104.601682
Palma,39.5695818,2.6500745
Mcallen,26.204114,-98.2300605
Kolkata,22.5414185,88.35769124388872
Jasper,30.7485258,-94.000884
Bessemer,33.4017766,-86.954437
Somerville,42.3875968,-71.0994968
Clear Lake,43.1370751,-93.3813637
Mesa Verde National Park,37.253776,-108.45559640928934
Hays,30.0447901,-98.0393127
Megeve,45.8567089,6.617932
Paradise Island,25.08335515,-77.3063341678734
Hyannis,41.6534853,-70.2823663
Vouliagmeni,37.8139557,23.7821394
Dallas,32.7762719,-96.7968559
Westlake Village,34.1460234,-118.8061794
Lawrenceville,33.9562149,-83.9879625
Bonita Springs,26.339806,-81.7786972
Naperville,41.7728699,-88.1479278
Wichita,37.6922361,-97.3375448
Hendersonville,35.3187279,-82.4609528
Haugesund,59.46824785,5.082761213563481
Barboursville,38.4095298,-82.2945923
Santa Monica,34.0194704,-118.4912273
Brentwood,37.9317766,-121.696026
Lyon,45.7578137,4.8320114
Phoenix,33.4484367,-112.074141
West Long Branch,40.2903891,-74.0176381
Encino,34.1591324,-118.5016166
Lenox,40.8812978,-94.5588947
Kuda Huraa,4.32824645,73.59765961860367
Temecula,33.4946353,-117.1473661
Spearfish,44.490817,-103.85937
St Georges,48.6581382,6.9280988
Plover,42.8783598,-94.6234034
Meads Bay,18.18345325,-63.13948732929756
Christchurch,-43.530955,172.6366455
Woodbridge,40.5576045,-74.2845911
Essex Junction,44.4906817,-73.11136
East Orleans,41.7851093,-69.9702947
Romulus,42.2222614,-83.3965995
Mentor,41.6664781,-81.3399769
Culver City,34.0211224,-118.396466
Halifax,44.648618,-63.5859487
Manama,17.1750495,95.9999652
Borger,35.6678204,-101.3973876
White Plains,41.0339862,-73.7629097
Cuyahoga Falls,41.1348213,-81.4848086
Pinedale,42.8671325,-109.8609808
Bridgeport,41.1670412,-73.2048348
Jean,35.7790078,-115.324314
Cherokee,31.8390826,-95.1791849
La Mirada,33.9060971,-118.0107092
Stateline,38.9667745,-119.94427458159146
Cliffside Park,40.8214894,-73.9876388
Shrewsbury,52.707755,-2.7540658
Littleton,39.613321,-105.016649
Oslo,59.9133301,10.7389701
Mamora Bay,17.0141482,-61.7365498
Montrouge,48.8188544,2.3194375
Deer Park,42.1608585,-88.0814651
Atlanta,33.7489924,-84.3902644
Morro Bay,35.3658075,-120.849901
Santa Ana,33.7494951,-117.8732213
Southampton,50.9025349,-1.404189
Caracas,10.506098,-66.9146017
El Paso,31.7754152,-106.464634
West Hollywood,34.0923014,-118.3692894
Toluca,19.292545,-99.6569007
Maui Kahului,20.8747708,-156.4529879461996
Birmingham,52.4796992,-1.9026911
Lubbock,33.5635206,-101.879336
Beachwood,41.464498,-81.508732
Palm Bay,27.9946969,-80.6366144
Fort Washington,38.738019,-77.00207559994112
Daytona Beach Shores,29.1760933,-80.9828323
Pensacola,30.421309,-87.2169149
Barstow,34.8957684,-117.0172077
Boppard,50.2312823,7.5885884
Lijiang,26.8595868,100.2249797
Buenos Aires,-34.6075682,-58.4370894
Campeche,19.330194,-89.94351380117641
Big Rapid,44.0625108,-103.4162155
Bedoin,44.1240383,5.1806559
Annapolis,38.9786401,-76.492786
Mclean,40.4631789,-88.8196613
East Windsor,41.9156316,-72.6130726
Bend,44.0581728,-121.3153096
Twin Falls,42.5704456,-114.4602554
Dayton,39.7589478,-84.1916069
Hayman Island,-20.0502143,148.88837853389944
Cheshire,41.4989861,-72.900658
Carmel,39.9788017,-86.1189257
Hamilton,43.2560802,-79.8728583
Yangon,16.7967129,96.1609916
Sayre,35.2979543,-99.6399648
Neenah,44.1858193,-88.462609
San Jose Del Cabo,23.0598364,-109.7025148
Olive Branch,34.9617605,-89.8295315
Hoover,33.4092646,-86.66217961474177
Wiltshire,51.324162,-1.9032486699002247
Key Largo,25.091338,-80.46777414781022
Punta Cana,18.556551,-68.3691611
Stillwater,36.1156306,-97.0585717
Midvale,40.6149174,-111.9106607
National Harbor,38.78352745,-77.0141294675926
Cozumel,20.4317585,-86.92027456597663
Antalya,36.9009641,30.6954846
Merrillville,41.4828144,-87.3328139
Rome,41.8933203,12.4829321
Portsmouth,50.8036831,-1.075614
Los Cabos,43.5139571,-6.1001155
Xalapa,19.5408338,-96.9146374
Humble,29.9988312,-95.2621553
Galliano,44.0160698,11.2913408
Fayetteville,36.0625843,-94.1574328
Plainfield,41.6086711,-88.2054345
Cedar City,37.6774238,-113.061827
St. Petersburg,59.917857350000006,30.380619357025516
Wilmington,39.7459468,-75.546589
"Maui, Makawao",20.8510965,-156.32371705593866
Bar Harbor,44.3876378,-68.2043361
Toronto,43.6534817,-79.3839347
Breckenridge,32.7558392,-98.9032554
High Point,35.9556924,-80.0053176
Pesaro,43.9098114,12.9131228
Shanghai,31.2322758,121.4692071
Moreno Valley,33.937517,-117.2305944
Minneapolis,44.9772995,-93.2654692
Old Greenwich,41.022875,-73.564846
Luray,48.7201659,1.3972981
Oxnard,34.1976308,-119.1803818
Bensalem,40.1045549,-74.951279
Fredericksburg,38.3031837,-77.4605399
Mesa,33.4151117,-111.8314792
Paducah,37.0833893,-88.6000478
Woodland Hills,34.1684364,-118.6058382
Cincinnati,39.1014537,-84.5124602
Pachuca,20.1165413,-98.7413535
Owings Mills,39.41484355,-76.79182399596584
Corona,33.8752945,-117.5664449
Eugene,44.0505054,-123.0950506
Kayenta,36.7218463,-110.253872
Murfreesboro,35.8460396,-86.3921096
Hazlet,50.400963149999995,-108.59408096350441
Fairview,56.073947,-118.3797878
Tuscaloosa,33.2095614,-87.5675258
Greenville,34.851354,-82.3984882
Altoona,40.518681,-78.394736
Bedford,52.1363806,-0.4675041
Surrey,51.2715316,-0.3414523511290909
Kansas City,39.100105,-94.5781416
Sint Jansklooster,52.677821449999996,6.004795500887328
Richfield,44.8766431,-93.2877877
Providenciales,21.8020614,-72.30044556984475
Valparaiso,41.4730948,-87.0611412
St. Maarten,18.0423736,-63.0549948
Elk River,45.3038538,-93.5671825
Tucson,32.2228765,-110.9748477
Anchorage,61.2163129,-149.894852
Schaumburg,42.0333608,-88.083406
Princeton,40.34833555,-74.6684230570877
Duck,36.1700137,-75.7559261
Graham,39.34062,-99.8980624
Grasonville,38.959396999999996,-76.1972184486028
Mishawaka,41.6611642,-86.1807031
Ocean Shores,46.973703,-124.156277
Fort Walton Beach,30.4057552,-86.618842
Bern,46.9482713,7.4514512
Timonium,39.4475075,-76.5974223220619
Tuxtla Gutierrez,16.753801,-93.115959
Rancho Cucamonga,34.1279268,-117.56432205849399
Burley,42.5357428,-113.792794
Mahwah,41.0887072,-74.1437552
Mumbai,19.0785451,72.878176
Sterling Heights,42.5803122,-83.0302033
Tampa,27.9477595,-82.458444
South Portland,43.6414716,-70.2408811
"Kauai, Poipu",21.8766526,-159.4539141
Pittsfield,42.451302,-73.260018
Albert Lea,43.6480127,-93.3682656
Kent,51.20707485,0.7210361813401444
Manchester,53.4794892,-2.2451148
Winter Garden,28.5502685,-81.59259746085962
Zihuatanejo,17.6467874,-101.5519746
Bora Bora,-16.504346650000002,-151.73668863927236
Mount Charleston,36.257191,-115.6427994
Frisco,33.1506744,-96.8236116
Washington D.C.,38.8950368,-77.0365427
Puerto Aventuras,20.5066683,-87.2300626
Jonesboro,35.8428646,-90.7034522
Gurnee,42.3702996,-87.9020186
Batesville,35.769799,-91.6409722
Santa Clara,37.2333253,-121.6846349
Bastrop,30.0541116,-97.3887764
Manassas,38.7509488,-77.4752667
Saint Augustine,29.8946952,-81.3145395
Banff,51.1777781,-115.5682504
Keystone,41.9988889,-92.1979353
Springdale,36.1867442,-94.1288142
Charlotte,35.2272086,-80.8430827
Mammoth Lakes,37.6432525,-118.9668509
Longview,32.5007031,-94.74049
Santa Cruz,28.469648,-16.2540884
Williamsport,41.2493292,-77.0027671
Ciudad del Carmen,18.651739,-91.81492
Pewaukee,43.0805651,-88.2612045
Miami Beach,25.7929198,-80.1353006
Prague,50.0596288,14.446459273258009
Bowling Green,36.9903199,-86.4436018
Pleasanton,37.6624312,-121.8746789
New York City,40.7127281,-74.0060152
Chester,53.1908873,-2.8908955
Miami Lakes,25.91162125,-80.32127479996643
Green Bay,44.5126379,-88.0125794
Pickerington,39.896277299999994,-82.77319049748806
Benton,45.7162129,-94.0481042
Provo,40.2337289,-111.6587085
Matteson,41.509832,-87.739267
Hopkinsville,36.8657651,-87.4889532
Baxter,36.2820691,-92.3445222
Redondo Beach,33.8455911,-118.3886766
Moab,38.5738096,-109.5462146
Woodland,38.6786109,-121.7733285
Frankfurt Oder,52.3412273,14.549452
Colima,19.166667,-104.0
Jefferson City,38.577359,-92.1724265
East Palatka,29.652377,-81.5995889937833
Mount Pleasant,33.1570582,-94.9694007
Kendall,29.943885,-98.7258845
Panguitch,37.8227551,-112.435763
Crystal River,28.890387699999998,-82.58681269014554
Homewood,41.5573283,-87.6654739
Cork,51.897077,-8.4654674
Wilsonville,45.3099218,-122.7681602
New Orleans,29.9759983,-90.0782127
Kuwait City,29.3796532,47.9734174
Rio Hato,8.3789084,-80.1641302
Oceanside,33.1958696,-117.3794834
Detroit Lakes,46.817181,-95.845325
Marina Del Rey,33.9776848,-118.4486479
St. Pete Beach,27.7253065,-82.741212
Saddle Brook,40.898988,-74.0926418
"Maui, Kapalua",20.99490395,-156.6562339558182
RIVIERA NAYARIT,21.5150944,-104.8664742
Hallandale Beach,25.9812025,-80.148379
San Gabriel,34.0990733,-118.1085682
Torreon,35.7947315,-107.21208446076524
Firebaugh,36.8588376,-120.456007
Hasbrouck Heights,40.8579293,-74.0816693
Laughlin,35.1187959,-114.70323202755507
Marathon,42.8614141,-94.9823235
Adeje,28.1219416,-16.7241893
Crystal Lake,42.2411344,-88.3161965
Wilkes-Barre,41.2464824,-75.8817316
Blanco,30.2419274,-98.4004594
Needham,31.9868295,-88.33308822099423
Temple,31.098207,-97.3427847
Vicksburg,32.3528055,-90.8777342
San Juan Capistrano,33.5016932,-117.6625509
Dorset,50.79683685,-2.34473226124306
Midland,32.023939549999994,-102.09648921925708
Little Rock,34.7465071,-92.2896267
Indian Rocks Beach,27.891338,-82.84518880012078
Iasi,47.1615341,27.5836142
Shelburne,44.394248450000006,-73.22640417513911
Colonial Heights,37.2555718,-77.4112016
Carpinteria,34.3988838,-119.5184564
Diamond Bar,34.0286226,-117.8103367
Auburn Hills,42.6875323,-83.2341028
Hondo,29.3474121,-99.1412026
Brugg,47.4824633,8.2085662
Madison,43.074761,-89.3837613
North Salt Lake,40.8485564,-111.906882
Acworth,34.0659329,-84.6768796
"Big Island , Kailua-Kona",19.6478398,-155.998093
Normal,40.5092961,-88.9843937
Myrtle Beach,33.6956461,-78.8900409
Hertogenbosch,37.8710553,-122.2681889
Corvallis,44.5645659,-123.2620435
Salerno,40.419441649999996,15.310756230322482
Yellowstone National Park,44.6200885,-110.56068933143061
Funchal,32.6496497,-16.9086783
Irving,32.8295183,-96.9442177
Panama City,30.1600827,-85.6545729
Del Mar,32.9594891,-117.2653146
Windsor,51.483757749999995,-0.6040964041849046
Logan,40.1075089,-89.3768539
Palm Beach Gardens,26.8233946,-80.1386547
Coraopolis,40.5184013,-80.1667247
Weehawken,40.7695457,-74.0204177
Kanab,37.0481417,-112.5285476
Corbin,36.9486986,-84.0968761
Richardson,32.9481789,-96.7297206
Sequoia,37.8065921,-119.8954575
Coldwater,37.2689131,-99.3267808
Herndon,39.909726,-100.785153
Hackensack,40.8871438,-74.0410865
Hilton Head Island,32.1618488,-80.7512616
Orange,33.7500378,-117.8704931
Tacoma,47.2495798,-122.4398746
Lapeer,43.0904764,-83.2333705
Bretton Woods,44.2576311,-71.4413006
Bascharage,49.5712686,5.912845
Emeryville,37.8314089,-122.2865266
Petaluma,38.2325829,-122.636465
Topeka,39.049011,-95.677556
Atlantic City,39.3642852,-74.4229351
Ashland,46.2062319,-90.6802594
Bass Lake,41.230017000000004,-86.58293767175564
Brownsburg,39.8433769,-86.3977736
Lufkin,31.3386242,-94.7288558
Grass Valley,39.2190607,-121.06292
Seaside,36.62593,-121.8169383456945
Vancouver,49.2608724,-123.113952
Foxborough,42.0653768,-71.2478308
Statesboro,32.4490141,-81.7832912
Kissimmee,28.2918995,-81.4075838
Hong Kong,22.2793278,114.1628131
Surfside Beach,28.9616861,-95.274756634748
Lisboa,38.7077507,-9.1365919
Carolina,35.90503535,-79.04775326525107
Oakdale,44.985624,-92.9645794
Doha,25.2856329,51.5264162
Lansing,42.7337712,-84.5553805
San Juan,18.465299,-66.116666
Roanoke,37.270973,-79.9414313
Peru,-6.8699697,-75.0458515
Brooklyn,40.6526006,-73.9497211
Dublin,53.3497645,-6.2602732
Chichen Itza,20.68285195,-88.5687196355205
Hillside,41.8778084,-87.9028398
Bolton,53.5782863,-2.4300367
Bridgnorth,52.5345626,-2.4194132
Casa Grande,32.8795022,-111.757352
Ponte Vedra Beach,30.2396865,-81.3856384
Kyoto,35.021041,135.7556075
San Leandro,37.7249296,-122.1560768
Bulawayo,-20.1560599,28.5887063
Wisconsin Dells,43.6256168,-89.7715646
Saltillo,25.4230425,-100.9927509
San Miguel de Allende,20.9142238,-100.743784
Marina,36.6900986,-121.80062933026213
Campbellsville,37.3433974,-85.3419069
"Kauai, Lihue",21.9769622,-159.3687721
Evansville,37.9747645,-87.5558483
Palm Coast,29.5541432,-81.2207673
Schertz,29.5641617,-98.2695702
Grand Haven,43.0630734,-86.2283864
Newport,41.4899827,-71.3137707
Kenmore,47.7573202,-122.2440148
Coconut Grove,25.7398164,-80.2388468
Baldwin Park,34.08092715,-117.96491555095368
Florianopolis,-27.5973002,-48.5496098
Hermosa Beach,33.86428,-118.39591
Campinas,-22.90556,-47.06083
Terre Haute,39.4667025,-87.4139119
Fairbanks,64.82897449999999,-147.66991691593407
Ronkonkoma,40.8153761,-73.112333
Hialeah,25.8575963,-80.2781057
Greensboro,36.0726355,-79.7919754
Johannesburg,-26.205,28.049722
Mineral Wells,32.8084605,-98.1128223
Strongsville,41.3144733,-81.83511
Perry,38.0772859,-89.3760499
Carlisle,54.8948478,-2.9362311
Pebble Beach,39.7653975,-74.1968059
Hartford,41.764582,-72.6908547
Stuttgart,48.7784485,9.1800132
Nampa,43.5737361,-116.559631
Great Exuma,36.223089,-81.7761012
Amsterdam,52.3727598,4.8936041
Moriarty,34.9900503,-106.049189
Dfw Airport,32.89651945,-97.0465220537124
Cortez,37.3494528,-108.584073
Niagara Falls,43.08436,-79.0614686
Lakewood,39.7085736,-105.0846694
Farmville,37.3024713,-78.3923813
Martinsville,36.6915262,-79.8725386
Weirton,40.4189566,-80.5895167
Lihue - Kauai ,21.9769622,-159.3687721
Moscow,55.7504461,37.6174943
Roseville,38.7521235,-121.2880059
Bucharest,44.4361414,26.1027202
Greenwood Village,39.6172101,-104.950814
Test,33.4652816,51.1577023
Cheyenne,41.139981,-104.820246
Miami Springs,25.8223198,-80.289495
Portofino,44.3036653,9.2093446
Big Water,8.2888729,-13.1580202
Brazil,-10.3333333,-53.2
Beaumont,30.0860459,-94.1018461
Ann Arbor,42.2681569,-83.7312291
Eureka,40.7906871,-124.1673746
South Lake Tahoe,38.9332411,-119.9843482
Keene,42.933597,-72.2784264
Grapevine,32.9337381,-97.0788754
Pasadena,34.1476452,-118.1444779
Brooklyn Center,45.0748543,-93.3296296
Oxford,51.7520131,-1.2578499
Levallois,48.892956,2.2881683
Nashville,36.1622767,-86.7742984
Wrightsville Beach,34.2079917,-77.7955907
Studio City,34.1483989,-118.3961877
Marana,48.961264,4.31224359285714
Norcross,33.9412127,-84.2135309
Merida,38.9174665,-6.3443977
Amherst,42.3685658,-72.505714
Burr Ridge,41.7502971,-87.9161818
Edison,40.538457,-74.39450186737218
Wausau,44.9596017,-89.6298239
Sao Paulo,-23.5506507,-46.6333824
Saint Denis Cedex,-20.879486,55.4514137
Amargosa Valley,36.4951365,-116.421881
Abaco Island,26.9244718,-77.59887606373994
Monterey,36.2231079,-121.3877428
Edmonton,53.535411,-113.507996
Cranberry Township,40.7099343,-80.1060506
Detroit,42.3315509,-83.0466403
Tulsa,36.1556805,-95.9929113
Deadwood,44.376651,-103.729642
Newport-RI,41.4899827,-71.3137707
Treasure Island,37.8233541,-122.37015310228705
Reynoldsburg,39.9547861,-82.8121191
Geneva,46.2017559,6.1466014
Biloxi,30.4007626,-88.8893818
St. Peter,44.3238384,-93.9585295
Tianjin,39.0856735,117.1951073
Sandpoint,48.2765903,-116.553247
Ontario,50.000678,-86.000977
Council Bluffs,41.258841,-95.8519484
Orange Beach,30.282839799999998,-87.62460710389821
Okeechobee,27.3923408,-80.8873655
Maui Kihei,20.763395,-156.44639965521395
Wallingford,51.60036085,-1.1318028311671637
Bristol,51.4538022,-2.5972985
Teton Village,43.593145,-110.84492617640024
Rohnert Park,38.3396367,-122.7010984
Brenham,30.1668828,-96.3977442
Bishop,37.363679,-118.39524
Webster,37.2895151,-92.8792111
Coram,40.87941295,-73.00394259997734
South Jordan,40.5584882,-111.9367107
Brussels,50.8465573,4.351697
Mansfield,40.75839,-82.5154471
Syracuse,37.0646139,15.2907196
Millbrae,37.598958,-122.4009419
Torrey,38.2997368,-111.42047
Warren,40.8442828,-90.6168408
Brisbane,-27.4689682,153.0234991
Forsyth,39.9325368,-88.9511912
Washington,38.8950368,-77.0365427
Mystic,40.7776709,-92.9453445
Quebec City,46.8183175,-71.2143518
Yuma,32.665135,-114.47603157249804
Elkhart,41.6819935,-85.9766671
Olympia,37.638189999999994,21.63053756728882
Destin,30.3935337,-86.4957834
Maumee,41.5628294,-83.6538244
Montreux,46.4310831,6.9129921
Battle Creek,42.3192548,-85.1824269
Brookline,42.3317642,-71.1211635
Telluride,37.9374939,-107.812285
North Hollywood,34.1729044,-118.3740371
Venice,45.4371908,12.3345898
Absecon,39.4284503,-74.4957076
Rutland,52.6423036,-0.6632643077026672
Coatzacoalcos,18.1396787,-94.4501731
Coos Bay,43.3678937,-124.2174647
Montrose,38.4375391,-108.2403855
Casper,42.8501191,-106.325138
Fullerton,33.8739385,-117.9243399
South Bend,41.6833813,-86.2500066
El Segundo,33.917028,-118.4156337
Creedmoor,30.0899368,-97.7338917
Stratton Mountain,43.0864665,-72.925934
Cleveland,41.4996562,-81.6936813
Waterbury,41.5538091,-73.0438362
Fairborn,39.8208998,-84.0193858
Copley,42.3499964,-71.0777332
Kalispell,48.202158,-114.315321
Campton,37.7342526,-83.547409
Hollywood-FL,26.0112014,-80.1494901
Katy,29.7857853,-95.8243956
La Jolla,32.83259,-117.2716839
Clinton,38.5896187,-89.420064
Cairo,30.0443879,31.2357257
Placentia,44.8476352,9.666531257696896
State College,40.7944504,-77.8616386
Vilnius,54.6870458,25.2829111
Zhejiang,29.0000001,119.9999999
Eden Prairie,44.8546856,-93.470786
Everett,47.9673056,-122.201399
Sisters,44.290948,-121.5492516
Claymont,39.8006685,-75.4596404
Waldorf,50.4855665,7.2293555
Coeur d'Alene,47.6742994,-116.7811531
North East,54.73141115,-1.7919813357694694
Page,36.9148305,-111.457294
Union City,37.5963232,-122.0816297
Trumbull,41.2428742,-73.2006687
Juneau,58.3019496,-134.419734
Zacatecas,23.0823582,-103.20856984509811
Front Royal,38.9178538,-78.1917718
Middlesex,51.546055800000005,-0.2537791389340719
Cape Canaveral,28.45077,-80.52662
Ishigaki,24.3382831,124.1577569
Stockholm,59.3251172,18.0710935
Rio Grande,37.5668223,-106.3832155
Sandusky,41.4561002,-82.7115813
Panama,8.559559,-81.1308434
Marrakech,31.626794750000002,-8.003024256894616
Commerce,34.002581,-118.156586
Forks,47.950222,-124.386165
Veracruz,19.333333,-96.666667
Playa Del Carmen,20.6308643,-87.0779503
San Marcos,29.8826436,-97.9405828
Thousand Oaks,34.1705609,-118.8375937
Napa,28.1083929,84.0917139
Cathedral City,33.822986549999996,-116.46687017113196
Palm Desert,33.74079965,-116.36936983394352
Brighton,50.83891575,-0.12693054250074665
New Bern,35.1084931,-77.0441143
Middleburg Heights,41.3614401,-81.812912
Sana'a,15.3538569,44.2058841
Lisbon,38.7077507,-9.1365919
Redmond,47.6694141,-122.1238767
Geldrop,51.4226684,5.5607546
Eagan,44.818173,-93.1659179
Huntsville,34.729847,-86.5859011
Saint Louis Park,44.9475726,-93.3569023
Clearwater Beach,27.9774736,-82.8279313
Canyon,34.9799429,-101.919197
Quebec,52.4760892,-71.8258668
San Bernardino,34.8253019,-116.0833144
Coral Gables,25.6915434,-80.23454887092652
Lawndale,33.8885217,-118.3531991
Eau Claire,44.811349,-91.4984941
East Orange,40.767323,-74.2048677
Helena,46.5927425,-112.036277
Desert Hot Springs,33.961124,-116.5016784
San Luis Obispo,35.3540209,-120.3757163
Charleston,32.7876012,-79.9402728
Weatherford,32.7589648,-97.7970748
Laramie,41.311367,-105.591101
Prineville,44.2998261,-120.834972
Scottsdale,33.4942189,-111.9260184
Arlington,32.701938999999996,-97.10562379033699
Ciudad Obregon,27.4846619,-109.9337782
Riverhead,46.9959724,-53.481841676792484
Koloa,21.9042279,-159.465733
Tijuana,32.5010188,-116.964662
Guadalajara,20.6720375,-103.338396
Puerto Vallarta,20.6407176,-105.220306
Saratoga Springs,43.0821793,-73.7853915
Kaufman,32.601641,-96.3375126
Surfside,25.8784285,-80.1256007
Barbados,13.1500331,-59.5250305
Rancho Santa Fe,33.024194949999995,-117.19815158464624
Perrysburg,41.5571178,-83.6279321
Freudenberg,50.8983662,7.8773745
San Bruno,37.6261715,-122.4332435
Milano,45.4641943,9.1896346
Zion,42.4461322,-87.8328505
Cordoba,37.8845813,-4.7760138
Marlborough,42.3459271,-71.5522874
Tupelo,34.2576067,-88.7033859
Solana Beach,32.9905597,-117.269131
Port Ludlow,47.911568,-122.6921314385483
"Kauai, Waimea",21.96365,-159.67413843779505
Sidney,-33.8698439,151.2082848
Utrecht,52.080985600000005,5.12768396945229
Norwood,40.7055931,-89.6987129
Garland,32.912624,-96.6388833
Roma,41.8933203,12.4829321
Lake Buena Vista,28.38034955,-81.5297578369267
East Rutherford,40.82046,-74.08307621723368
Orlando,28.5421109,-81.3790304
Lost Pines,29.4268944,-98.8422863
Saunderstown,41.5078795,-71.4245004
Luton,51.8784385,-0.4152837
Burleson,30.4764878,-96.6353488
Steamboat Springs,40.4846085,-106.82924741887379
Fort Worth,32.753177,-97.3327459
Westminster,51.5004439,-0.1265398
Carbondale,37.7274692,-89.216655
Golden,39.7546349,-105.2205809
Victorville,34.5361067,-117.2911565
Fort Lauderdale,26.1223084,-80.1433786
Bay Harbor,30.1471462,-85.6146488
York,53.9590555,-1.0815361
Ajijic,20.3001977,-103.2619347
Bakersfield,35.3738712,-119.0194639
Avalon,33.34221,-118.3272612
"Big Island, Waikoloa",19.9252872,-155.8871312
Stowe,52.03701915,-1.0170847763469442
Carlsbad,50.2306147,12.8699868
Ruidoso Downs,33.3289733,-105.6044291
Federal Way,47.313494,-122.3393103
Skokie,42.0333694,-87.7333972
Palma De Mallorca,39.5695818,2.6500745
Windsor Locks,41.9281305,-72.643631
North Miami,25.8900949,-80.1867138
Dana Point,33.4669721,-117.6981075
Runnemede,39.8523358,-75.0679498
Rowland Heights,33.9761238,-117.905339
Hauppauge,40.8239353,-73.20595713476213
Boulder,40.0149856,-105.270545
Oshkosh,44.0206919,-88.5408574
Sheridan,39.3530598,-100.4576457
Eatontown,40.2962222,-74.0509725
Goleta,34.4358295,-119.8276389
Villahermosa,18.0018152,-92.9330401483751
Palm Beach,26.6279798,-80.4494174
Tempe,33.4255056,-111.9400091
Mcdonough,40.4376858,-90.6780272
Tallahassee,30.4380832,-84.2809332
Manning,41.9092293,-95.0650571
Heerhugowaard,52.6631484,4.8326672
Bryce Canyon,37.618409,-112.1422341
Mason,30.705029,-99.2233284
Jinan,36.6507007,117.1140042
San Ramon,41.7253374,1.363189
London,51.5073219,-0.1276474
Craig,40.5152491,-107.5464541
East Brunswick,40.4278841,-74.415984
North Dartmouth,44.6843412,-63.5826519
Saint Simons Island,31.2182863,-81.3612077
Bogota,4.6533326,-74.083652
Powell Butte,45.4870645,-122.5039797
Knoxville,35.9603948,-83.9210261
Lake Placid,44.279621,-73.979874
Florida City,25.4480101,-80.479102
Cranford,40.6584358,-74.2995923
Parsippany,40.8578772,-74.4259866
Salt Lake City,40.7596198,-111.8867975
Cocoa Beach,28.3298487,-80.62054663871002
National City,32.6781085,-117.0991967
Haverhill,42.7777829,-71.0767724
Traverse City,44.7606441,-85.6165301
Sioux Falls,43.541224400000004,-96.73366465001021
Jessup,39.147001450000005,-76.76991768022445
Des Plaines,42.0415823,-87.8873916
Vinton,42.1679131,-92.0239504
Isla Mujeres,21.2321047,-86.73222812171971
Andover,45.2332985,-93.2913405
Fort Lee,40.8509333,-73.9701382
San Pedro,-24.25,-56.5
Newport Beach,33.6170092,-117.9294401
Champaign,40.1164841,-88.2430932
Sausalito,37.8590272,-122.485469
Rockville,39.0817985,-77.1516844
Celebration,-1.2310325,116.8991802
Laguna Beach,33.5426975,-117.785366
Bentonville,36.3728538,-94.2088172
Leuven,50.879202,4.7011675
Concord,43.207178,-71.537476
Hickory,37.959055,-93.3334746
Winter Haven,28.0222435,-81.7328568
Conway,35.2521996,-92.6888936
Vineland,39.4862777,-75.0254256
Fort Collins,40.5508527,-105.0668085
Ekaterinburg,56.7881462,60.66895779116639
Jekyll Island,31.0655982,-81.41431464659931
Parsons,37.3407838,-95.2596295
Forest Grove,45.5197452,-123.1114405
Dunn,47.30612,-102.6112348
Harbour Island,25.499754799999998,-76.63404797983921
Pearland,29.5639758,-95.2864299
Sandy,40.5710454,-111.8953815
Garden Grove,33.7746292,-117.9463717
Fairfax,38.8462236,-77.3063733
Warrington,53.3899497,-2.5943178
Alexandria,31.199004,29.894378
Waltham Abbey,51.6892068,-0.0009449
Palm Springs,33.772179449999996,-116.49529769683983
Zurich,47.3744489,8.5410422
Bloomington,39.1670396,-86.5342881
Oklahoma City,35.4729886,-97.5170536
College Station,30.5955289,-96.3071042
Niagara On The Lake,43.2556116,-79.0723264
Punta Gorda,26.9297836,-82.0453664
